title,url
北京直真科技股份有限公司首发申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129700000347031.doc
成都彩虹电器（集团）股份有限公司首发申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129700305346294.doc
广东南海农村商业银行股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129701047210439.doc
广州农村商业银行股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129701828465447.doc
广州地铁设计研究院股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129701362686037.doc
杭州华旺新材料科技股份有限公司首发申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129702630659182.doc
海南葫芦娃药业集团股份有限公司首发申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129702125657589.doc
江苏嵘泰工业股份有限公司首发申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129703215494675.doc
华文食品股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129702947528278.doc
联泓新材料科技股份有限公司首发申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129703995187471.doc
联泓新材料科技股份有限公司首发申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129703698934718.doc
山西壶化集团股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129704751906833.doc
森林包装集团股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129704391599118.doc
山西华翔集团股份有限公司首发申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129705171748944.doc
上海中谷物流股份有限公司首发公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129705808936926.doc
舒华体育股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191129706386746097.doc
深圳市汇创达科技股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191101695516605052.doc
秦皇岛天秦装备制造股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191101695805660912.doc
上海沿浦金属制品股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191101696089882393.doc
江苏恒辉安防股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191101696678470395.doc
上海新炬网络信息技术股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191101697266755685.doc
江苏海晨物流股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191101696973472811.doc
深圳市杰美特科技股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191101697889561752.doc
胜蓝科技股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191101697555817552.doc
浙江君亭酒店管理股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191107608177038207.doc
宁波迦南智能电气股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191101699186758550.doc
郑州捷安高科股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191101698170660446.doc
南京科思化学股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191101698835663253.doc
凯龙高科技股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191101699449728925.doc
京沪高速铁路股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191104640971750849.doc
中辰电缆股份有限公司首次公开发行股票并在创业板上市申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191108702263708407.doc
深圳信测标准技术服务股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191108702616826212.doc
南京大学环境规划设计研究院股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191108703245573751.doc
深圳秋田微电子股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191108702929646120.doc
山东玻纤集团股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191011667505865819.docx
盛视科技股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191011668073526283.doc
奥锐特药业股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201911/P020191101696386913911.doc
上海丽人丽妆化妆品股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191011667791339336.doc
中国邮政储蓄银行股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191011668811330542.doc
江西国光商业连锁股份有限公司首次发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191011669317589884.doc
东莞市奥海科技股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191018560652375132.doc
淄博鲁华泓锦新材料股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191018558316131854.doc
优彩环保资源科技股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191018559287225284.doc
扬州海昌新材股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191018560037063354.doc
全美在线（北京）教育科技股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191018559683159314.doc
深圳爱克莱特科技股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191018560393778752.doc
上海华峰铝业股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191025633731724941.doc
华丰动力股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191025634399684048.doc
同兴环保科技股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191025636357503349.doc
东莞银行股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191025634040935874.doc
陕西中天火箭技术股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191025635033901210.doc
北京声迅电子股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191025634714536409.doc
明冠新材料股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191025635662033095.doc
河南金丹乳酸科技股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191025635310623306.doc
无锡新洁能股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201910/P020191025635982032731.doc
广东惠云钛业股份有限公司创业板首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201912/P020191227636919445062.doc
新疆洪通燃气股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201912/P020191227637796472188.doc
浙江华生科技股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201912/P020191227638096007961.doc
江苏协和电子股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/201912/P020191227637528358587.doc
思进智能成形装备股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202001/P020200103647049995475.doc
众望布艺股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202001/P020200103646651877591.doc
杭州豪悦护理用品股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202001/P020200103647631713305.doc
宁波市天普橡胶科技股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202001/P020200103647317964066.doc
宸展光电（厦门）股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202001/P020200103647824053536.doc
万代服装股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202001/P020200110634889589080.doc
杭州联德精密机械股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202001/P020200110635614273563.doc
明新旭腾新材料股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202001/P020200110635352860565.doc
中国黄金集团黄金珠宝股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202001/P020200117635818536769.doc
新亚强硅化学股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202001/P020200117636265098414.doc
浙江大洋生物科技集团股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202001/P020200117636559157642.doc
北大荒垦丰种业股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202002/P020200207530223608744.doc
杭州热电集团股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202002/P020200207531070636650.doc
广东顺德农村商业银行股份有限公司首次公开发行股票申请文件反馈意见,http://www.csrc.gov.cn/pub/newsite/fxjgb/scgkfxfkyj/202002/P020200207530792971272.doc
